bird_id	D14A1	D14A2	D14A3	D14A4	D14B1	D14B2	D14B3	D14B4	D14C1	D14C2	D14C3	D14C4	D21A1	D21A2	D21A3	D21A4	D21B1	D21B2	D21B3	D21B4	D21C1	D21C2	D21C3	D21C4	D35A1	D35A2	D35A4	D35B2	D35B4	D35C1	D35C2	D35C3	D3A2	D3A4	D3B1	D3B2	D3C1	D3C2	D3C3	D3C4	D35A3	D35B3	D35C4	D3A3	D3B3	D3B4	D35B1
Flavonifractor avistercoris	0.01299	0.02532	0.00509	0.01659	0.05277	0.01007	0.00875	0.03973	0.03064	0.01148	0.03493	0.01969	0.01598	0.00711	0.01881	0.00693	0.01847	0.01795	0.01728	0.00699	0.01275	0.00904	0.01518	0.01306	0.00664	0.00797	0.0	0.00255	0.00757	0.00429	0.00304	0.00826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00389	0.0	0.00599	0.0	0.0	0.0	0.00519
Blautia_A avistercoris	0.01328	0.0063	0.00901	0.03297	0.03022	0.01013	0.01538	0.01373	0.03852	0.01676	0.00688	0.03053	0.01263	0.0058	0.02265	0.00787	0.00753	0.00514	0.01679	0.00864	0.00861	0.00384	0.00842	0.01575	0.0095	0.00346	0.0033	0.00261	0.00402	0.00598	0.00458	0.00584	0.00801	0.00605	0.02282	0.0	0.05102	0.03142	0.00333	0.00259	0.00328	0.00411	0.00961	0.0382	0.00276	0.0	0.0075
Eisenbergiella intestinigallinarum	0.02822	0.03484	0.0306	0.00541	0.02826	0.01027	0.03015	0.03023	0.01357	0.03225	0.06801	0.0275	0.0098	0.05195	0.02486	0.01014	0.02314	0.02124	0.02254	0.02982	0.03162	0.04223	0.11014	0.03959	0.00336	0.00221	0.00597	0.00082	0.00199	0.00282	0.00159	0.00116	0.0	0.0	0.01619	0.0	0.0	0.0	0.0002	0.0	0.00183	0.00224	0.00669	0.0	0.03159	0.0	0.0074
Lawsonibacter sp900545895	0.00733	0.01522	0.00743	0.01118	0.01247	0.00586	0.00715	0.00968	0.01072	0.01524	0.00935	0.00696	0.01109	0.00498	0.00474	0.0045	0.01015	0.00548	0.00477	0.00369	0.00355	0.0044	0.00423	0.0038	0.005	0.00214	0.00273	0.00338	0.00387	0.00801	0.00427	0.00521	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.00213	0.00342	0.00207	0.01696	0.0	0.0	0.00212
Erysipelatoclostridium spiroforme	0.00784	0.00752	0.0162	0.01213	0.01148	0.01224	0.01555	0.01585	0.00456	0.0095	0.00085	0.01029	0.01263	0.00806	0.00774	0.01042	0.00476	0.007	0.00732	0.00524	0.00848	0.0023	0.01911	0.00366	0.00457	0.00293	0.00205	0.0011	0.0	0.00778	0.00817	0.00439	0.0	0.04281	0.0242	0.0	0.0	0.04029	0.02484	0.00274	0.00307	0.01419	0.00783	0.01131	0.0	0.03244	0.00398
Streptococcus alactolyticus	0.00383	0.00725	0.00456	0.0	0.00999	0.0063	0.00606	0.00688	0.0	0.00415	0.0	0.0	0.0	0.01256	0.00179	0.00693	0.00786	0.01028	0.00405	0.00586	0.00178	0.00697	0.00838	0.00322	0.0	0.01169	0.01165	0.00112	0.00414	0.00137	0.00472	0.00191	0.00269	0.01807	0.0	0.04832	0.00574	0.00925	0.00636	0.0	0.0151	0.00224	0.00577	0.0	0.00355	0.13613	0.0
Merdisoma faecalis	0.03755	0.03372	0.00222	0.00724	0.01546	0.00996	0.00654	0.03567	0.00989	0.0491	0.01281	0.01226	0.02372	0.00723	0.00221	0.00434	0.00652	0.00354	0.00348	0.01656	0.0093	0.00354	0.01765	0.08346	0.00807	0.00636	0.00648	0.00789	0.00371	0.00297	0.00495	0.00362	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.00202	0.01021	0.00687	0.0	0.0	0.0	0.00554
Dietzia natronolimnaea_A	0.00612	0.00398	0.01112	0.0058	0.00361	0.00263	0.00567	0.00286	0.00227	0.0032	0.00117	0.00405	0.033	0.00752	0.0039	0.00831	0.00413	0.01349	0.00635	0.00343	0.00209	0.0051	0.00792	0.00211	0.01121	0.00573	0.01029	0.00137	0.00539	0.00105	0.00717	0.00179	0.00719	0.01265	0.00334	0.04558	0.01505	0.00624	0.00171	0.01422	0.00347	0.00846	0.00299	0.01319	0.01145	0.03506	0.00549
Mediterraneibacter faecipullorum	0.02141	0.03811	0.05417	0.03167	0.02475	0.00723	0.09404	0.03337	0.0281	0.04249	0.11526	0.01845	0.0	0.06024	0.02297	0.01391	0.03774	0.01779	0.05398	0.01023	0.00977	0.02168	0.12548	0.00655	0.00493	0.01403	0.00131	0.00207	0.00195	0.00229	0.00422	0.00198	0.0	0.0	0.01419	0.0	0.04413	0.04385	0.0	0.05983	0.00075	0.00423	0.0031	0.05771	0.0	0.0	0.00836
Escherichia coli	0.0	0.00131	0.00222	0.0012	0.00233	0.0006	0.00139	0.00261	0.00106	0.00106	0.00197	0.00728	0.00722	0.00142	0.00174	0.00118	0.00373	0.00278	0.00085	0.00097	0.00074	0.00193	0.00185	0.00167	0.00336	0.00277	0.0017	0.00094	0.00324	0.00187	0.00227	0.00103	0.04908	0.05659	0.00769	0.2547	0.01294	0.05043	0.06141	0.12994	0.0	0.00205	0.00078	0.02603	0.04552	0.17551	0.00141
Caccovicinus sp017889125	0.03188	0.02179	0.00363	0.00239	0.00128	0.02358	0.00199	0.04689	0.01709	0.00609	0.04047	0.02086	0.0611	0.00835	0.00727	0.03937	0.03489	0.00936	0.014	0.00863	0.02965	0.02665	0.0406	0.05921	0.00829	0.00915	0.02063	0.01153	0.00625	0.01511	0.0315	0.01152	0.00127	0.0	0.0	0.0	0.0	0.0	0.0	0.00555	0.01015	0.0216	0.01249	0.0	0.0	0.0	0.01803
Lawsonibacter pullicola	0.0166	0.02553	0.01152	0.0122	0.00896	0.01312	0.01113	0.01241	0.01307	0.01877	0.01761	0.0099	0.03867	0.00841	0.01591	0.01683	0.0151	0.01172	0.01724	0.00987	0.00966	0.01241	0.01196	0.01913	0.01586	0.0134	0.01324	0.01552	0.01292	0.01374	0.01194	0.01723	0.0	0.0	0.03615	0.0	0.0	0.00624	0.0	0.0	0.00947	0.0094	0.01323	0.01513	0.0	0.0	0.01476
Dietzia cercidiphylli	0.03995	0.02496	0.075	0.0323	0.02056	0.01436	0.03114	0.01567	0.01584	0.01618	0.00545	0.02116	0.18407	0.04022	0.0364	0.05044	0.02111	0.07174	0.03128	0.01623	0.01245	0.03199	0.04029	0.01381	0.05086	0.02997	0.04819	0.0076	0.02667	0.00566	0.03209	0.0112	0.04598	0.06973	0.01637	0.22157	0.06469	0.03118	0.01085	0.06286	0.0188	0.0463	0.02114	0.07299	0.06651	0.22258	0.03626
